"pid","assessed_value"
576,72872.3406666667
577,388214.904733333
578,393316.186466667
579,294046.786633333
580,263990.546533333
581,125073.5156
582,212519.5613
583,220571.120533333
584,414614.296666667
585,213629.1683
586,827406.702633333
587,346596.576833333
588,329715.981466667
589,60321.6360333333
590,207549.562766667
591,486525.644784981
592,486525.644784981
593,285064.012933333
594,1107501.53286667
595,1517929.14993333
596,241514.614233333
597,336543.818833333
598,570415.5668
599,199920.6428
600,259293.594266667
601,1076121.52096667
602,242750.791633333
603,493978.825866667
604,96539.2722
605,170657.2395
606,633914.694833333
607,593903.9347
608,486525.644784981
609,401399.852033334
610,82184.5589333333
611,255691.2781
612,83111.4381
613,486525.644784981
614,209920.414233333
615,486525.644784981
616,217974.764666667
617,230469.123333333
618,350942.251333334
619,4579303.3294
620,260657.5608
621,151637.88
622,280289.378166667
623,291388.0945
624,387639.813
625,480756.290833333
626,67758.9244333333
627,282355.9749
628,563382.0249
629,633010.8876
630,404612.888133334
631,1266063.6558
632,84006.0172666666
633,434660.354
634,490545.465666667
635,341335.0098
636,366950.6277
637,200801.4404
638,292780.9237
639,447945.972566667
640,618122.9041
641,252759.385566667
642,539265.981233333
643,2909456.29026667
644,678097.479633333
645,940779.7717
646,421470.050266667
647,200542.564833333
648,692846.089033333
649,201858.532733333
650,486525.644784981
651,1686967.96463333
652,1319742.87543333
653,240289.0789
654,157015.795733333
655,455094.839333333
656,1183518.13823333
657,486525.644784981
658,161802.468466667
659,598992.998633333
660,622143.1301
661,389982.6314
662,342198.6087
663,257681.306933333
664,107227.936066667
665,96926.5321666666
666,462339.430466667
667,486525.644784981
668,486525.644784981
669,169743.168166667
670,549403.014566667
671,71058.6701
672,233994.2403
673,486525.644784981
674,486525.644784981
675,459523.092266667
676,847577.8594
677,3300439.95243333
678,251504.851133333
679,212750.183133333
680,2978795.5077
681,210406.642233333
682,544217.264466667
683,223881.9135
684,110877.469366667
685,436282.7387
686,326632.3885
687,227507.108333333
688,331971.874633333
689,607991.492466667
690,403591.734766667
691,486525.644784981
692,381297.9428
693,298714.1689
694,294904.346433333
695,129061.478633333
696,486525.644784981
697,1666033.29986667
698,1306937.64643333
699,432345.9763
700,540913.125333333
701,250187.971433333
702,236089.718833333
703,256301.6077
704,303299.385066667
705,427068.264966667
706,417445.3064
707,148766.007733333
708,1081705.43996667
709,373078.3399
710,1031059.97346667
711,320806.6745
712,115822.507033333
713,486525.644784981
714,486525.644784981
715,626359.1397
716,315129.097266667
717,355275.457766667
718,369562.6432
719,243039.275933333
720,381560.321933333
721,345454.681833334
722,1834614.98783333
723,253420.066433333
724,378267.687966667
725,515539.059533333
726,91270.6178666666
727,486525.644784981
728,379311.503666667
729,483084.4976
730,225689.996366667
731,496000.557766666
732,558245.758533333
733,450522.2189
734,572369.5084
735,486751.665733333
736,265337.027533333
737,1320185.26683333
738,486525.644784981
739,486525.644784981
740,420692.9953
741,370069.091866667
742,420247.548866667
743,429912.6839
744,1350547.31296667
745,115323.727366667
746,298676.696433333
747,1289559.4774
748,486525.644784981
749,387802.5821
750,144690.629333333
751,156921.220533333
752,74618.2335333333
753,313760.188233333
754,211923.7863
755,254901.897566667
756,396440.4076
757,373583.322633333
758,284828.202333333
759,342787.689533333
760,678964.9667
761,1129484.65533333
762,486525.644784981
763,357562.622133333
764,366219.724766667
765,153050.9763
766,486525.644784981
767,719645.964466667
768,486525.644784981
769,100306.907
770,1058731.26653333
771,357648.271066667
772,2140174.51336667
773,109856.69
774,305003.3164
775,486525.644784981
776,416680.263966667
777,333411.597566667
778,1086186.08483333
779,76165.7272
780,1566419.8758
781,368395.880966667
782,486525.644784981
783,598315.134366667
784,358252.481933333
785,121329.2118
786,478163.712933333
787,1943869.515
788,486525.644784981
789,355272.896466667
790,262086.263033333
791,113704.715866667
792,792831.4977
793,530159.899233333
794,623111.964866667
795,306050.201666667
796,888711.5426
797,351200.176466667
798,253183.0706
799,1377797.14413333
800,1134353.59363333
801,281901.384766667
802,450099.606566667
803,460792.788866667
804,486525.644784981
805,321924.456133333
806,734676.579766667
807,98715.6849333334
808,314985.151333333
809,1444474.24433333
810,158572.781233333
811,244110.029066667
812,922886.893133334
813,405122.615833333
814,204454.7479
815,381827.343533333
816,188135.233166667
817,1703701.18936667
818,347985.5093
819,486525.644784981
820,486525.644784981
821,246752.3663
822,486525.644784981
823,272530.509033333
824,1272523.70166667
825,497408.8512
826,377682.115
827,1111676.21146667
828,486525.644784981
829,679722.707566667
830,381986.086266667
831,369761.1471
832,463957.466366666
833,87460.8247
834,1513104.4836
835,102212.606333333
836,489039.955
837,349929.2354
838,139645.563133333
839,336567.9699
840,486525.644784981
841,486525.644784981
842,266137.165233333
843,271538.6425
844,391464.2323
845,530560.461166667
846,349146.418533333
847,486525.644784981
848,504912.716866667
849,253510.052333333
850,245308.593333333
851,486525.644784981
852,428595.444066667
853,267406.807866667
854,47464.8353333333
855,215783.2844
856,486525.644784981
857,127687.873933333
858,486525.644784981
859,486525.644784981
860,1515830.98676667
861,202278.587033333
862,203656.968833333
863,259807.441366667
864,289480.3121
865,1098434.98596667
866,263501.624966667
867,568616.586933333
868,289248.5036
869,1008495.1569
870,276887.703366666
871,1223952.42986667
872,329507.023766667
873,299599.370033333
874,101516.278466667
875,468634.902666667
876,477516.4683
877,610667.647233333
878,579757.4837
879,216660.478233333
880,486525.644784981
881,386577.136533333
882,875005.431033333
883,100071.340266667
884,486525.644784981
885,83183.2599333333
886,285966.644533333
887,486525.644784981
888,768556.926066667
889,353070.441266667
890,486525.644784981
891,124640.665466667
892,333498.068
893,486525.644784981
894,473033.0631
895,616220.078166667
896,242285.119266667
897,486525.644784981
898,2917844.4807
899,149727.730966667
900,663383.001333333
901,945384.301866667
902,412555.7635
903,1966671.78423333
904,853954.311733333
905,1206659.53243333
906,502084.107833333
907,324772.5861
908,1208418.16693333
909,405826.334733333
910,324793.0888
911,440507.8123
912,486525.644784981
913,486525.644784981
914,127287.7203
915,345026.871233333
916,334114.245133333
917,177650.8509
918,105090.924766667
919,486525.644784981
920,410064.4564
921,245218.2383
922,1874127.99083333
923,294998.2851
924,321325.147766667
925,182059.3131
926,121077.667266667
927,1154237.3465
928,249336.312033333
929,260031.084133333
930,628179.412633333
931,186459.176233333
932,354688.1903
933,849156.651933333
934,231075.133866667
935,1065579.4668
936,486525.644784981
937,282151.9363
938,619913.771766667
939,105205.434266667
940,171247.043066667
941,505689.569533333
942,387457.841733333
943,469994.402066667
944,297222.6975
945,266775.543966667
946,359008.743433333
947,466101.0784
948,486525.644784981
949,482797.966366667
950,824821.001266667
951,486525.644784981
952,486525.644784981
953,516563.231466667
954,1259115.52856667
955,987151.2227
956,203456.405533333
957,486525.644784981
958,449287.809533333
959,855137.2414
960,133309.440833333
961,486525.644784981
962,486525.644784981
963,339760.7913
964,486525.644784981
965,204917.304033333
966,409637.900533333
967,5142292.9988
968,486525.644784981
969,410017.184966667
970,170246.9432
971,341517.784
972,696931.203933333
973,80688.9347
974,221359.293866667
975,411795.738833333
976,85032.4762333333
977,213462.766966667
978,242056.025866667
979,261929.832433333
980,271330.392666667
981,165699.133233333
982,616963.2289
983,502569.454066667
984,359286.6862
985,486525.644784981
986,235014.541033333
987,486525.644784981
988,486525.644784981
989,486525.644784981
990,242410.055766667
991,635726.749833333
992,208403.692466667
993,323256.250833333
994,181447.2379
995,486525.644784981
996,231761.315866667
997,149580.766566667
998,243987.336966667
999,486525.644784981
1000,589197.880666667
1001,875008.725333333
1002,220738.338033333
1003,1320989.382
1004,105980.718566667
1005,341971.587466667
1006,773616.8278
1007,461862.3475
1008,214055.8805
1009,386448.980566667
1010,253922.0519
1011,423980.126566667
1012,220598.468666667
1013,157857.3582
1014,438245.366233333
1015,151393.412833333
1016,1256105.76266667
1017,90223.0259333333
1018,375540.3834
1019,1209072.94733333
1020,495697.016866667
1021,1237252.782
1022,450486.598366667
1023,357722.750566667
1024,1053967.10526667
1025,890254.140966667
1026,241185.5393
1027,486525.644784981
1028,529239.476133333
1029,400912.109033333
1030,951278.4732
1031,198283.050033333
1032,958911.088033333
1033,264069.766933333
1034,581778.868633333
1035,380874.702766667
1036,305776.363633333
1037,201999.617666667
1038,260037.7529
1039,68964.351
1040,282737.8828
1041,329642.0712
1042,166299.132966667
1043,425076.478666667
1044,288783.735166667
1045,307573.413566667
1046,884506.839733333
1047,141839.055833333
1048,101045.226433333
1049,486525.644784981
1050,208609.249866667
1051,486525.644784981
1052,195059.320866667
1053,77540.2557666666
1054,290666.544066667
1055,424539.529033333
1056,360102.133733333
1057,274743.8499
1058,368125.874633333
1059,840346.9626
1060,486525.644784981
1061,346627.190466667
1062,779901.774133333
1063,486525.644784981
1064,363934.787166667
1065,405864.927333333
1066,640677.937133333
1067,256512.246066667
1068,486525.644784981
1069,248670.7732
1070,305800.9904
1071,265320.971766667
1072,228990.434333333
1073,748316.1123
1074,486525.644784981
1075,215588.959566667
1076,486525.644784981
1077,1139336.60993333
1078,128579.341233333
1079,315630.619066667
1080,334418.1367
1081,486525.644784981
1082,382246.956933333
1083,1467548.6951
1084,109179.9437
1085,422418.535166667
1086,486525.644784981
1087,485952.320066667
1088,298062.203766667
1089,385590.548433333
1090,285509.879
1091,480419.7448
1092,194689.142333333
1093,231267.473666667
1094,369383.164
1095,486525.644784981
1096,371245.309266667
1097,461049.457866667
1098,251410.538633333
1099,333875.787
1100,378187.499833333
1101,627933.7582
1102,1189888.0835
1103,468996.726666667
1104,641208.7711
1105,486525.644784981
1106,597600.9326
1107,449876.789866667
1108,288824.0529
1109,329821.545933333
1110,357149.177433333
1111,511622.150533333
1112,457291.687066666
1113,294159.7422
1114,122636.156166667
1115,486525.644784981
1116,486525.644784981
1117,486525.644784981
1118,500179.367766667
1119,121644.494633333
1120,486525.644784981
1121,467284.473166667
1122,110708.281666667
1123,517568.106566667
1124,575657.351233333
1125,1127894.59803333
1126,365053.685066667
1127,304889.6376
1128,303830.384
1129,348457.970333333
1130,194832.4998
1131,227550.9986
1132,163646.973433333
1133,219837.6312
1134,1082649.95833333
1135,525140.257933333
1136,363405.689066667
1137,581446.070633333
1138,1093502.55483333
1139,524849.8122
1140,486525.644784981
1141,280662.143233333
1142,395883.937833333
1143,701556.610233333
1144,1011732.95736667
1145,1335984.40586667
1146,438725.773133333
1147,486525.644784981
1148,486525.644784981
1149,486525.644784981
1150,1102296.68643333
1151,250358.317933333
1152,262129.696066667
1153,462364.628833333
1154,681838.805366667
1155,1138303.03806667
1156,982579.465133333
1157,208070.7574
1158,340825.0097
1159,495105.3168
1160,307809.478233333
1161,268326.834066667
1162,678251.7187
1163,211511.488933333
1164,290723.861033333
1165,491910.162
1166,372902.776933333
1167,486525.644784981
1168,183531.993533333
1169,1029719.3729
1170,652354.905366666
1171,391296.258033333
1172,629486.1885
1173,614684.341633334
1174,1689719.08356667
1175,486525.644784981
1176,388994.2856
1177,285165.5218
1178,243272.626533333
1179,406269.641266667
1180,691891.8114
1181,196670.4558
1182,259287.988566667
1183,161755.789066667
1184,1262838.03993333
1185,486525.644784981
1186,144335.5982
1187,217900.190733333
1188,845324.2333
1189,298368.8836
1190,102526.293933333
1191,262171.868633333
1192,216811.915366667
1193,311222.854433333
1194,445845.4162
1195,1425696.7565
1196,505151.159466667
1197,306377.8514
1198,1109361.14303333
1199,424296.252166667
1200,90751.3485333333
1201,486525.644784981
1202,329902.922033333
1203,377480.351766667
1204,2152018.63253333
1205,348047.9853
1206,145893.178133333
1207,1389293.72383333
1208,801451.1761
1209,365972.133033333
1210,631786.944533333
1211,306987.489433334
1212,336384.256333333
1213,417272.756133333
1214,178056.801933333
1215,1158756.82176667
1216,486525.644784981
1217,306917.284633333
1218,291982.269633333
1219,442852.054133333
1220,78577.0097
1221,96864.7204
1222,132341.609066667
1223,546965.414533333
1224,486525.644784981
1225,66939.0613666667
1226,389637.371566667
1227,174559.621433333
1228,1525463.24353333
1229,795203.113633334
1230,717791.009466667
1231,295239.307733333
1232,84361.519
1233,570052.3719
1234,117657.488533333
1235,486525.644784981
1236,632522.110266667
1237,396941.995933333
1238,251452.957933333
1239,406773.3378
1240,607765.678133333
1241,1314852.76483333
1242,486525.644784981
1243,243319.162866667
1244,486525.644784981
1245,659229.012166667
1246,235923.694566667
1247,142016.504366667
1248,316973.9735
1249,562972.938366667
1250,992377.508866667
1251,486525.644784981
1252,327633.4078
1253,392166.428333333
1254,363528.590366667
1255,85300.2944666667
1256,519201.090866667
1257,770156.299133334
1258,348289.134366667
1259,258206.896266667
1260,115859.086666667
1261,140575.6615
1262,77446.0309333333
1263,676855.676833333
1264,158587.844066667
1265,1291034.61883333
1266,664164.2751
1267,229567.4418
1268,192372.220433333
1269,224889.513733333
1270,284030.710966667
1271,280010.466
1272,376248.08
1273,747718.3867
1274,638643.252733334
1275,406513.615633333
1276,398325.338
1277,262743.9792
1278,365084.7594
1279,289562.9704
1280,281016.016566667
1281,322623.308866667
1282,621038.624433333
1283,656720.471866667
1284,193374.4241
1285,506581.5259
1286,362317.5668
1287,431465.526566667
1288,391200.442966667
1289,94200.3624333334
1290,1075585.1576
1291,496666.955966667
1292,261523.412433333
1293,184033.161033333
1294,401519.446433333
1295,1030244.68803333
1296,448011.109733333
1297,874301.7423
1298,312544.872533333
1299,553525.6942
1300,308663.663733333
1301,147807.166133333
1302,117992.3574
1303,211287.083133333
1304,368692.787533333
1305,486525.644784981
1306,461955.655533333
1307,815323.900766667
1308,3409285.9894
1309,270476.3758
1310,783373.3748
1311,486525.644784981
1312,486525.644784981
1313,135994.3524
1314,309406.4404
1315,486525.644784981
1316,264709.926466667
1317,465525.2473
1318,486525.644784981
1319,486525.644784981
1320,288191.973933334
1321,1160600.3778
1322,212687.9317
1323,483173.433966667
1324,486525.644784981
1325,719816.753033333
1326,479122.065166667
1327,353936.38
1328,925408.076766667
1329,107802.82
1330,840872.7255
1331,888271.1436
1332,160197.5497
1333,486525.644784981
1334,1529232.2078
1335,1337554.75206667
1336,102258.5377
1337,1550616.43353333
1338,98994.3736
1339,486525.644784981
1340,300551.900533333
1341,1793966.3085
1342,214911.3392
1343,540467.860466667
1344,486525.644784981
1345,325477.633766667
1346,212108.494533333
1347,449478.823466667
1348,1155870.3163
1349,486525.644784981
1350,124439.9425
1351,81433.5914666667
1352,417920.435333334
1353,1422521.23766667
1354,1375974.25226667
1355,593223.2262
1356,191040.2693
1357,227742.546966667
1358,244400.613933333
1359,486525.644784981
1360,683903.0767
1361,112702.3627
1362,220631.0854
1363,1066871.7577
1364,91027.6471
1365,262296.464066667
1366,310500.745733333
1367,292027.018833333
1368,289276.281766667
1369,384157.936133333
1370,315905.284266667
1371,285816.8294
1372,459952.772733333
1373,419834.7465
1374,486525.644784981
1375,775808.118433333
1376,328494.301866667
1377,486525.644784981
1378,147250.461
1379,430601.7482
1380,211693.2511
1381,265175.855633333
1382,486525.644784981
1383,525312.277966667
1384,486525.644784981
1385,385692.553966667
1386,967932.654466667
1387,408085.98
1388,285508.2064
1389,267969.8939
1390,218432.451233333
1391,1016674.27863333
1392,228426.016533333
1393,271343.3658
1394,353364.631666667
1395,1409852.1396
1396,95115.7305666667
1397,464363.6274
1398,486525.644784981
1399,238963.4543
1400,160163.0786
1401,267792.530633333
1402,267153.6816
1403,1653829.87066667
1404,486525.644784981
1405,1913699.8388
1406,382802.151
1407,240903.708733333
1408,248412.433
1409,347284.016466667
1410,486525.644784981
1411,486525.644784981
1412,347093.054366667
1413,3339511.05546667
1414,490859.811966667
1415,725250.753
1416,676724.264333333
1417,779884.951333334
1418,1977564.83513333
1419,241738.111733333
1420,405858.269833334
1421,405619.316266667
1422,282594.975866667
1423,291174.528833333
1424,597752.092633334
1425,135207.859266667
1426,194791.4213
1427,1015743.2308
1428,873271.217666667
1429,1173441.78316667
1430,819016.007766667
1431,486525.644784981
1432,314361.506666667
1433,486525.644784981
1434,431765.9334
1435,337641.452833333
1436,244770.783466667
1437,347073.937266667
1438,217380.1567
1439,171889.5514
1440,413599.6412
1441,291127.406
1442,486525.644784981
1443,288999.9232
1444,347876.507333333
1445,537244.421033334
1446,486525.644784981
1447,533163.0286
1448,486525.644784981
1449,346935.54
1450,245384.458766667
1451,20887.4679333333
1452,119431.4995
1453,486525.644784981
1454,496059.875733334
1455,226454.374266667
1456,214374.695133333
1457,486525.644784981
1458,592720.5659
1459,700034.776933333
1460,1111545.57323333
1461,486525.644784981
1462,255756.244433333
1463,194177.061433333
1464,2974275.8175
1465,150678.8171
1466,407852.412
1467,800152.778733333
1468,69449.5157333333
1469,508679.818233333
1470,876732.514133333
1471,643840.930366667
1472,233246.344233333
1473,180759.447933333
1474,486525.644784981
1475,671293.697866667
1476,185807.3022
1477,111545.0421
1478,357605.122266667
1479,627223.612
1480,134699.830566667
1481,256207.3745
1482,263156.6907
1483,401779.672433333
1484,671816.5355
1485,374292.758266667
1486,486525.644784981
1487,486525.644784981
1488,371745.357166667
1489,242946.5914
1490,449920.7954
1491,578037.2065
1492,91612.5693666667
1493,486525.644784981
1494,486525.644784981
1495,217079.530266667
1496,486525.644784981
1497,600416.466733333
1498,612087.375566667
1499,486525.644784981
1500,486525.644784981
1501,317278.753433333
1502,117771.671933333
1503,486525.644784981
1504,486525.644784981
1505,936895.9752
1506,486525.644784981
1507,266152.315366667
1508,1954317.37636667
1509,496105.191133333
1510,282639.295833333
1511,1045521.75696667
1512,433262.8959
1513,486525.644784981
1514,289185.628866667
1515,486525.644784981
1516,401617.222133333
1517,486525.644784981
1518,425788.279833333
1519,441037.527166667
1520,409549.017733333
1521,299987.272033333
1522,1846061.93923333
1523,220511.3604
1524,460879.509833333
1525,241347.237633333
1526,437762.7284
